title,company,metro,link
Project manager / Customer success manager,ООО DataGo!,,https://hh.ru/vacancy/75770112?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Руководитель направления конкурентного анализа Лавки,Яндекс,,https://hh.ru/vacancy/75520535?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший эксперт по аналитике,"билайн: ИТ, Data, Digital",,https://hh.ru/vacancy/75521058?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик продаж,ООО Лудинг,Аминьевская и еще 3 ,https://hh.ru/vacancy/75529118?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Маркетолог,Polymedia,,https://hh.ru/vacancy/76702314?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший системный аналитик (Удалённо на территории РФ),ООО Ёж Технологии,,https://hh.ru/vacancy/75565450?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Data engineer,Группа Самолет,,https://hh.ru/vacancy/76492442?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик внедрения (DLP),Ростелеком-Солар,Савёловская,https://hh.ru/vacancy/76714753?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Главный аналитик,Почта Банк,Преображенская площадь,https://hh.ru/vacancy/76654022?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик по управлению товарными запасами,KAN,Румянце,https://hh.ru/vacancy/75752652?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Консультант Axapta,SUCDEN,Красные ворот,https://hh.ru/vacancy/76261868?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший аналитик,ЗАО Ступинский химический завод,Автозаводская и еще 2 ,https://hh.ru/vacancy/76664474?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Ведущий продуктовый аналитик (Ценообразование),Леруа Мерлен. Центральный офис,,https://hh.ru/vacancy/76333967?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Руководитель Департамента аналитики в Практикум,Яндекс,,https://hh.ru/vacancy/76591631?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
WEB-аналитик,ООО ФЛАУВАУ,Сухаревская,https://hh.ru/vacancy/76412397?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Маркетолог-аналитик рынка недвижимости (девелопмент),Группа Самолет,,https://hh.ru/vacancy/73310379?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Экономист,ООО Региональная Сеть Предприятий Питания,,https://hh.ru/vacancy/76619825?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Web-аналитик (fashion),ДжамильКо,Кузнецкий мост и еще 2 ,https://hh.ru/vacancy/75918268?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Senior продуктовый аналитик в команду отелей сервиса путешествий,Туту.ру,Нагатинская,https://hh.ru/vacancy/72033479?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный аналитик / Бизнес аналитик,СИГМА,,https://hh.ru/vacancy/76529182?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
CPA-маркетолог,ООО ИНГЛИШ ТОЧКА,,https://hh.ru/vacancy/76685557?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Финансист-экономист по Wildberries (Удаленно),ИП Косых Анна Васильевна,,https://hh.ru/vacancy/76670148?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Контент-менеджер по маркетплейсам,Brands Go Digital,,https://hh.ru/vacancy/76681176?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик отдела продаж,Manpower,,https://hh.ru/vacancy/76411108?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Менеджер по маркетплейсам,ООО Северо-Западная Консалтинговая Компания,Пятницкое шоссе,https://hh.ru/vacancy/76611091?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Web product analyst,ООО Диджитал Лайн,,https://hh.ru/vacancy/73996005?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Маркетолог-аналитик,ООО Винный Дом Инкерман,,https://hh.ru/vacancy/76149758?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик по продажам/Менеджер по планированию спроса (FMCG),ООО Перспектива,Таганская,https://hh.ru/vacancy/76684348?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Data Scientist middle+/Senior,ИП Мамаева Ирина Анатольевна,,https://hh.ru/vacancy/76032045?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Финансовый аналитик,KFC (Интернэшнл Ресторант Брэндс),,https://hh.ru/vacancy/75860448?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик (финансовые риски),ПАО Ростелеком,,https://hh.ru/vacancy/73084794?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Маркетолог-Аналитик программ лояльности,Франчайзинговая розничная сеть Галамарт,Парк культуры и еще 1 ,https://hh.ru/vacancy/75945398?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
CRM-маркетолог,Цифровая HR платформа,Красный Балтиец и еще 1 ,https://hh.ru/vacancy/72323410?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Специалист по ведению расчетов и данных,АО Банк ДОМ.РФ,Динамо и еще 1 ,https://hh.ru/vacancy/76552038?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Аналитик (IT, экономика, информатика)",ГБУ Информационно-Консультационный Центр Департамента Культуры Города Москвы,,https://hh.ru/vacancy/76377156?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик-экономист,Ozon fresh,Выставочная и еще 2 ,https://hh.ru/vacancy/75982348?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Главный эксперт по анализу данных (data analyst/data scientist/аналитик данных),ПАО АК АЛРОСА,,https://hh.ru/vacancy/75530182?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Младший Бренд-менеджер / Junior Brand Manager,Тайди,Павелецкая и еще 1 ,https://hh.ru/vacancy/76734358?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик,ФКУ Информационные технологии в Социальной Сфере,,https://hh.ru/vacancy/71234509?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Менеджер по работе с маркетплейсами (удаленно),ООО СофтЭффект,,https://hh.ru/vacancy/76590724?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Главный специалист Управления менеджмента кредитного портфеля,АО ИНТЕРПРОГРЕССБАНК,Варшавская и еще 2 ,https://hh.ru/vacancy/75683931?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Финансовый аналитик в Доставку,Яндекс,,https://hh.ru/vacancy/76713431?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик HR,БорисХоф,Беговая,https://hh.ru/vacancy/73891458?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Руководитель отдела аналитики,S8 Capital,,https://hh.ru/vacancy/76664997?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный аналитик,Финансовое Агентство по Сбору Платежей,,https://hh.ru/vacancy/76531915?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Специалист по контекстной рекламе/трафик-менеджер/интернет-маркетолог/PPC-специалист,Soroka Marketing,,https://hh.ru/vacancy/75846969?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Менеджер (специалист) по работе с маркетплейсом Валберис (Wildberries), удаленно (из дома)",ООО ДАМАСКА,,https://hh.ru/vacancy/76135879?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик департамента продакт-маркетинга,POLARIS,,https://hh.ru/vacancy/74356447?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший специалист в Службу развития и координации бизнеса,ВТБ Факторинг,Выставочная и еще 2 ,https://hh.ru/vacancy/76467849?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Веб-аналитик,"Компания «СПОРТМАСТЕР», Управление бизнесами",Аэропорт,https://hh.ru/vacancy/69985032?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик отдела продаж,Москворечье Трейдинг,Шоссе Энтузиаст,https://hh.ru/vacancy/76289442?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Ведущий аналитик Департамента продаж,ЭРКОНПРОДУКТ,Улица 1905 год,https://hh.ru/vacancy/71753588?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик,ФГУП НПП Гамма,Калужская,https://hh.ru/vacancy/76043411?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Финансовый аналитик,ООО ГПМ Партнер,,https://hh.ru/vacancy/75614121?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик (Domain Data Warehouse),ЗАО Группа компаний С7,Кузнецкий мост и еще 2 ,https://hh.ru/vacancy/76222353?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Менеджер по бизнес-аналитике и финансовому анализу,ООО Чижик,,https://hh.ru/vacancy/76128893?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Руководитель проекта,"РЕСО-Гарантия, САО",Верхние Котлы и еще 1 ,https://hh.ru/vacancy/76345034?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный аналитик,ООО Транснефтьэнерго,Выставочная,https://hh.ru/vacancy/75713629?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
BI аналитик,"Петрович, Строительный Торговый Дом",,https://hh.ru/vacancy/73355331?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик тестирования,АО К-ТЕХНОЛОГИИ,,https://hh.ru/vacancy/76711758?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Трафик-менеджер,ООО Умные Устройства,,https://hh.ru/vacancy/76032926?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Менеджер по работе с маркетплейсами,ООО Арттекс,Автозаводская,https://hh.ru/vacancy/76641866?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Финансовый менеджер,PELVICMED,,https://hh.ru/vacancy/76049294?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик (прогнозирование потоков товародвижения),М.Видео-Эльдорадо. Офис,Бауманская,https://hh.ru/vacancy/76419069?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Lead Data Scientist,Sensemachine,,https://hh.ru/vacancy/75920088?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик 1С,ВкусВилл. Офис,Строгин,https://hh.ru/vacancy/76676116?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Интернет-маркетолог,ООО Юми,,https://hh.ru/vacancy/75862015?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный аналитик (корпоративных шин данных ESB),ООО ТАНАИС,Курская и еще 1 ,https://hh.ru/vacancy/76667203?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Ведущий бизнес-аналитик,Самокат (ООО Умный ритейл),,https://hh.ru/vacancy/75641188?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Senior/Lead Product Analyst,Rusprofile,Выставочная и еще 2 ,https://hh.ru/vacancy/76395912?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик инвестиционных проектов (стажер),MAXCAPITAL,,https://hh.ru/vacancy/76117620?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Менеджер по товародвижению,EASTEX,,https://hh.ru/vacancy/76036860?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Senior web\app analyst,Парфюмерно-косметический супермаркет Золотое Яблоко,,https://hh.ru/vacancy/76646620?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Ведущий специалист (портфельный аналитик) Отдела управления розничными рисками,Тойота Банк,Отрадное,https://hh.ru/vacancy/76129843?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Менеджер маркетплейсов (Вайлдберрис, Озон, Яндекс Маркет), удаленно",ИП Дунюшкин Виталий Владимирович,,https://hh.ru/vacancy/76678107?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес аналитик (МСБ),Банк Открытие,Павелецкая и еще 1 ,https://hh.ru/vacancy/76653559?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик по ценообразованию,ZENDEN. Закупки,Щукинская,https://hh.ru/vacancy/76282319?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Специалист службы внедрения программного обеспечения,ООО СтандартПроект,,https://hh.ru/vacancy/76284907?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес-аналитик (закупки),ООО Велесстрой,яковская,https://hh.ru/vacancy/76629642?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Маркетолог онлайн-курсов,ООО КОРС,,https://hh.ru/vacancy/75612748?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Инженер данных,"ВСК, САО",,https://hh.ru/vacancy/76403186?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Marketing Analyst,ООО «UZUM TECHNOLOGIES».,,https://hh.ru/vacancy/76040806?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Управляющий менеджер (Аналитик) Отдел анализа продаж и бизнес-статистики,ПАО Промсвязьбанк,Павелецкая,https://hh.ru/vacancy/71784027?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес-аналитик ЕХД,ПАО Промсвязьбанк,Площадь Ильич,https://hh.ru/vacancy/75772903?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик/Researcher,NAUMEN,Крестьянская застава и еще 2 ,https://hh.ru/vacancy/75941938?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик DWH,АО РБ Текнолоджи,,https://hh.ru/vacancy/75752714?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес-аналитик (IT проекты),Эмбедика,,https://hh.ru/vacancy/75848184?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аудитор-аналитик продуктов и услуг для физических лиц,"ПАО ВТБ, Подразделения Поддержки и Контроля",,https://hh.ru/vacancy/55900988?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик DWH,ООО Umbrella IT,,https://hh.ru/vacancy/76688424?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Ведущий системный аналитик / IT Аналитик,СИГМА,,https://hh.ru/vacancy/76529094?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший системный аналитик,"билайн: ИТ, Data, Digital",,https://hh.ru/vacancy/76225356?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
CRM - маркетолог,ТД Арктика,,https://hh.ru/vacancy/76004438?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Senior product analyst (A/B Platform),Lamoda,,https://hh.ru/vacancy/76161974?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Game Product Analyst,ООО Хайкор Геймз,,https://hh.ru/vacancy/76653183?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Руководитель отдела продаж (Маркетплейсы WB, OZON, SMM, YM...)",UltraBalance,Багратионовская и еще 2 ,https://hh.ru/vacancy/76481005?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
